order_detail_id,order_id,pizza_id,quantity
137496,84248,pz_0132,1
152555,22843,pz_0280,1
58283,40174,pz_0005,1
173697,34428,pz_0290,1
8543,47531,pz_0291,1
50545,45955,pz_0364,1
72351,70301,pz_0005,1
21356,37347,pz_0184,2
147731,41927,pz_0104,1
6159,81063,pz_0211,2
25817,58162,pz_0351,2
135766,74546,pz_0251,1
130053,21408,pz_0133,2
65183,76544,pz_0286,1
88809,43458,pz_0328,1
166364,58415,pz_0142,2
175177,51106,pz_0272,1
99883,39253,pz_0028,2
66792,54530,pz_0035,1
133373,77156,pz_0120,1
183276,22361,pz_0133,4
120098,14314,pz_0363,1
152004,60593,pz_0079,2
73638,70558,pz_0234,1
143684,28330,pz_0185,3
6903,70935,pz_0074,2
117000,42030,pz_0299,1
120608,5387,pz_0335,1
171776,54449,pz_0184,3
174920,65352,pz_0377,2
53051,8032,pz_0036,1
40496,41223,pz_0132,3
158267,63923,pz_0253,1
144662,70068,pz_0197,1
20636,84823,pz_0083,2
130415,42535,pz_0322,2
108125,50938,pz_0339,3
30728,77719,pz_0198,2
122892,18671,pz_0073,2
170172,71944,pz_0268,4
107750,50151,pz_0266,2
146453,9106,pz_0082,2
12247,10327,pz_0120,1
155418,13875,pz_0275,1
81868,10180,pz_0203,2
184652,7254,pz_0349,1
61569,33703,pz_0239,4
48055,34353,pz_0323,1
166346,45136,pz_0366,1
178759,71479,pz_0281,1
87238,55911,pz_0253,1
177279,71587,pz_0037,1
87148,14897,pz_0328,1
103843,58633,pz_0156,1
46815,18286,pz_0075,3
159877,25045,pz_0084,1
97110,63815,pz_0245,1
80416,64304,pz_0287,1
145576,13296,pz_0108,1
167073,11956,pz_0158,1
183218,30361,pz_0045,3
131617,38401,pz_0244,1
133137,24854,pz_0017,2
28130,72967,pz_0189,2
154124,50482,pz_0013,1
64285,50194,pz_0358,3
70301,69061,pz_0183,1
182492,58282,pz_0177,1
185961,36240,pz_0342,2
9304,38447,pz_0353,3
32305,66461,pz_0127,2
75050,36062,pz_0339,3
164410,46729,pz_0267,1
186706,56514,pz_0207,1
172725,75387,pz_0223,1
136847,13383,pz_0121,2
63576,28258,pz_0004,2
53687,22437,pz_0138,1
52588,71569,pz_0051,1
41700,57991,pz_0364,1
46713,22566,pz_0098,2
119158,76286,pz_0236,1
164582,79672,pz_0171,1
10796,66540,pz_0198,2
106731,53928,pz_0205,2
60321,82246,pz_0295,2
144892,70911,pz_0016,1
32388,70926,pz_0142,1
30090,5799,pz_0133,2
27136,7527,pz_0208,1
106580,5986,pz_0379,2
120451,83234,pz_0301,1
88867,24174,pz_0326,1
3983,75911,pz_0193,2
125055,32619,pz_0332,1
43189,30934,pz_0125,1
192505,15907,pz_0100,1
130825,62911,pz_0237,3
135577,13494,pz_0155,1
137007,77242,pz_0310,2
172915,87,pz_0366,2
125662,29413,pz_0296,1
20995,76218,pz_0065,2
80949,20885,pz_0259,2
150683,55883,pz_0314,1
146113,77622,pz_0201,1
93344,66800,pz_0338,2
80757,63597,pz_0212,1
149042,67883,pz_0179,1
62766,17667,pz_0028,1
118645,75923,pz_0293,2
52908,84881,pz_0021,2
100995,81181,pz_0062,2
80766,22114,pz_0260,1
88269,14165,pz_0227,2
76672,8952,pz_0125,1
171104,59295,pz_0289,2
89845,10938,pz_0382,1
83992,36442,pz_0131,1
183968,4350,pz_0229,1
9351,5467,pz_0066,3
60690,2758,pz_0270,1
25021,27017,pz_0156,1
148174,58104,pz_0124,1
127678,45944,pz_0297,2
20432,56640,pz_0377,2
19322,26356,pz_0363,2
103125,57564,pz_0158,1
34108,7302,pz_0055,1
132552,57594,pz_0031,1
94848,83737,pz_0253,1
100248,46453,pz_0290,2
112393,24493,pz_0003,1
144544,31706,pz_0379,1
151848,78700,pz_0383,1
192045,25324,pz_0010,2
141292,43650,pz_0139,2
114409,28730,pz_0107,1
165016,74747,pz_0097,1
144419,51760,pz_0171,1
25713,49686,pz_0022,1
96048,73271,pz_0013,1
92460,16429,pz_0186,1
192247,7639,pz_0162,1
13839,9222,pz_0266,2
122494,5481,pz_0093,1
182466,58547,pz_0206,1
25469,8636,pz_0102,2
176541,46715,pz_0069,1
12568,20571,pz_0271,1
103538,6292,pz_0128,3
136638,22939,pz_0086,1
118588,9019,pz_0348,1
6065,13677,pz_0103,2
72480,12697,pz_0256,2
113406,44332,pz_0035,3
37663,73671,pz_0037,1
162047,29408,pz_0031,2
3579,69296,pz_0385,1
57697,68235,pz_0342,1
175377,53350,pz_0010,1
134756,46687,pz_0225,1
141590,47534,pz_0143,3
120453,21091,pz_0330,1
29350,6386,pz_0129,1
8769,19896,pz_0264,2
173578,9668,pz_0078,1
17524,42922,pz_0063,1
149988,77052,pz_0268,2
48727,23476,pz_0366,1
44715,349,pz_0229,2
106372,7260,pz_0252,2
29368,40178,pz_0120,1
101757,20827,pz_0189,2
79209,79910,pz_0045,2
156116,55848,pz_0383,2
80699,40967,pz_0054,2
7338,37291,pz_0382,1
8472,26100,pz_0184,1
9263,17856,pz_0269,1
164636,6311,pz_0267,3
126934,82861,pz_0192,1
189270,64675,pz_0066,1
187785,8363,pz_0343,4
182878,29743,pz_0201,1
150728,81907,pz_0267,1
186096,63703,pz_0268,1
82457,54734,pz_0262,2
89148,8389,pz_0307,3
106286,43117,pz_0089,1
165612,76569,pz_0122,1
159622,77667,pz_0118,2
138607,36352,pz_0006,2
76210,23267,pz_0216,1
74181,17704,pz_0301,1
109093,47286,pz_0300,1
164023,16786,pz_0250,1
163592,82054,pz_0139,1
183689,65641,pz_0060,3
116870,64727,pz_0332,4
29354,81422,pz_0242,1
55207,40192,pz_0202,1
176426,2585,pz_0109,1
140520,56203,pz_0345,1
69510,62764,pz_0344,1
102783,42546,pz_0133,1
58436,77596,pz_0141,1
13851,53856,pz_0370,1
57470,81473,pz_0069,1
73451,9912,pz_0200,1
64718,7732,pz_0085,1
70230,57226,pz_0087,2
100963,19366,pz_0254,1
137785,42562,pz_0241,1
19849,36659,pz_0325,4
148171,15162,pz_0284,1
2555,47837,pz_0354,1
102111,12201,pz_0095,1
28226,2042,pz_0326,1
9466,71864,pz_0059,1
133170,6768,pz_0171,1
5443,34761,pz_0367,1
106496,25517,pz_0210,2
15976,56166,pz_0196,1
47332,13526,pz_0126,2
58760,21336,pz_0120,1
91830,30520,pz_0334,1
111360,69503,pz_0043,2
137941,23278,pz_0192,2
2292,51296,pz_0241,1
55830,71395,pz_0186,1
127106,6817,pz_0383,1
60054,33142,pz_0084,1
69921,11670,pz_0259,1
89694,58061,pz_0206,1
160956,22932,pz_0137,1
62417,21930,pz_0147,3
192441,27065,pz_0255,1
14695,46014,pz_0253,3
125217,35715,pz_0298,3
9248,20833,pz_0238,1
166795,35202,pz_0289,1
105754,38225,pz_0189,1
189434,38740,pz_0329,1
14286,10408,pz_0353,2
33671,47179,pz_0051,1
168748,24740,pz_0127,1
38022,52036,pz_0212,4
11503,63276,pz_0063,2
161599,43133,pz_0231,1
113840,36919,pz_0179,2
54087,37180,pz_0194,2
154839,24501,pz_0266,2
143288,47387,pz_0131,2
93907,24878,pz_0327,1
9277,34037,pz_0169,2
51022,5763,pz_0109,1
1852,51761,pz_0021,2
10877,39135,pz_0354,1
113762,6794,pz_0111,1
140713,23692,pz_0102,3
150637,23541,pz_0350,1
87814,36411,pz_0028,2
99583,65201,pz_0247,1
82555,58112,pz_0306,2
121713,47405,pz_0189,1
125288,74406,pz_0298,1
14650,67499,pz_0387,1
146351,10959,pz_0226,3
94820,21871,pz_0135,1
169519,51999,pz_0182,1
136040,10668,pz_0231,3
183677,77908,pz_0278,1
103368,25603,pz_0159,3
77222,13931,pz_0268,1
19724,38584,pz_0331,2
177316,58762,pz_0377,1
135492,25369,pz_0331,1
110814,38822,pz_0355,1
156198,72388,pz_0325,2
128710,25109,pz_0255,1
41009,1309,pz_0373,2
66295,62923,pz_0062,1
165212,80664,pz_0043,1
181844,76593,pz_0195,1
78689,80122,pz_0373,4
82843,4881,pz_0092,1
98652,41876,pz_0032,1
40245,13657,pz_0118,1
193003,11092,pz_0047,1
97649,933,pz_0368,3
71820,25261,pz_0155,1
130016,40395,pz_0001,2
137235,38123,pz_0028,1
175933,61298,pz_0042,2
80102,65,pz_0195,1
178750,40305,pz_0281,2
96838,22485,pz_0100,1
64512,56840,pz_0267,1
51117,73678,pz_0340,1
113497,80075,pz_0160,3
75761,74580,pz_0142,2
80137,47953,pz_0205,3
192581,33179,pz_0367,2
16946,40544,pz_0245,2
49118,83038,pz_0358,3
185412,45767,pz_0127,1
103667,80798,pz_0081,1
39806,47310,pz_0285,1
140001,12147,pz_0070,1
69341,16303,pz_0211,1
35984,28391,pz_0025,1
41724,57529,pz_0114,4
191531,73244,pz_0314,1
19485,75130,pz_0339,4
66897,50238,pz_0357,1
25874,66025,pz_0269,1
157727,5970,pz_0238,1
25707,8623,pz_0142,2
11156,4519,pz_0074,3
113324,53702,pz_0341,1
74723,21185,pz_0181,1
145970,32424,pz_0306,1
181865,867,pz_0243,2
15245,10586,pz_0113,2
27467,59619,pz_0130,3
57375,28753,pz_0154,2
104848,59272,pz_0078,1
64895,80830,pz_0208,1
93158,75293,pz_0208,1
141328,78516,pz_0069,1
21634,81870,pz_0139,3
81685,73548,,1
180546,63103,pz_0191,1
190940,26802,pz_0196,1
35483,80365,pz_0167,1
32751,19258,pz_0164,2
106637,66341,pz_0072,1
39493,55642,pz_0293,2
52506,41423,pz_0348,2
134256,30876,pz_0231,2
61406,24602,pz_0381,2
179897,77749,pz_0077,3
69596,203,pz_0068,1
17898,7349,pz_0333,2
193073,6727,pz_0314,2
172069,60349,pz_0084,1
38144,6611,pz_0183,2
39735,80988,pz_0279,2
122188,8205,pz_0265,1
17278,55333,pz_0367,2
114361,74332,pz_0068,3
55341,42251,pz_0320,1
185032,26695,pz_0342,4
38275,14528,pz_0025,2
3837,41185,pz_0193,1
135016,44837,pz_0214,1
123583,15739,pz_0009,2
28906,15313,pz_0140,2
118558,54470,pz_0178,2
73303,9552,pz_0087,1
32631,5212,pz_0062,1
97609,80855,pz_0120,3
31782,54966,pz_0260,2
37629,62774,pz_0066,1
127950,62359,pz_0256,4
165120,36787,pz_0257,2
131701,37321,pz_0049,1
102096,37787,pz_0263,1
94745,62367,pz_0353,1
63283,44364,pz_0134,2
21459,43900,pz_0355,1
82783,71145,pz_0371,2
152346,49938,pz_0256,1
35745,26153,pz_0250,2
166739,43934,pz_0183,1
25552,23974,pz_0378,4
56909,68320,pz_0050,2
152886,66522,pz_0030,4
16362,2710,pz_0287,2
101178,68038,pz_0376,3
20758,18008,pz_0098,1
53788,30452,pz_0071,1
136628,20585,pz_0271,1
91741,75732,pz_0305,1
139800,37955,pz_0068,3
146919,45269,pz_0180,1
150992,52370,pz_0179,2
168030,20949,pz_0328,1
80750,84316,pz_0079,1
8271,6326,pz_0036,1
185318,1429,pz_0212,1
156232,71018,pz_0003,1
114637,70286,pz_0243,1
4119,30169,pz_0035,3
93211,74984,pz_0287,4
93544,78156,pz_0047,3
95195,45416,pz_0269,3
175283,49060,pz_0107,1
24212,18262,pz_0141,1
164678,48377,pz_0085,2
612,11067,pz_0219,2
177035,12655,pz_0023,2
123939,70959,pz_0212,3
163304,27199,pz_0246,3
51300,10334,pz_0337,1
168825,72741,pz_0168,2
99589,17714,pz_0329,3
150575,65940,pz_0147,1
66959,26447,pz_0292,1
80119,42532,pz_0224,1
184116,77749,pz_0104,1
65804,20088,pz_0129,1
61508,4424,pz_0128,2
9949,66156,pz_0362,2
128847,7578,pz_0291,1
41119,15747,pz_0355,1
184644,79655,pz_0340,1
4535,40949,pz_0040,2
15729,50280,pz_0188,1
34078,19579,pz_0082,1
177726,71740,,3
991,70462,pz_0253,2
168103,6525,pz_0300,2
38984,5834,pz_0135,3
85372,9206,pz_0233,1
121099,61399,pz_0059,2
107030,49707,pz_0177,1
193626,48452,pz_0199,1
101927,60931,pz_0204,1
39413,42931,pz_0146,1
180984,63772,pz_0229,2
141290,3417,pz_0161,2
82919,85118,pz_0315,1
166702,57560,pz_0101,1
60719,36515,pz_0143,1
98951,68620,pz_0250,2
35986,16006,pz_0219,1
71659,53804,pz_0095,3
179130,7710,pz_0317,2
54281,45617,pz_0242,2
158013,57686,pz_0214,1
168576,44102,pz_0211,2
112609,36320,pz_0082,2
58723,22179,pz_0292,1
53760,84538,pz_0303,1
122111,60945,pz_0271,1
51073,32240,pz_0066,2
37774,34466,pz_0204,2
94064,1283,pz_0075,2
22099,13965,pz_0053,1
5951,8330,pz_0058,1
189410,35473,pz_0142,2
28377,14915,pz_0127,2
74644,70888,pz_0341,1
1674,10835,pz_0236,1
113652,7383,pz_0012,1
160569,51793,pz_0310,1
18604,30869,pz_0060,2
50780,53582,pz_0064,1
168354,33763,pz_0081,2
46315,8246,pz_0130,1
8689,26446,pz_0213,2
125631,65493,pz_0368,1
89198,46596,pz_0134,1
143983,63437,pz_0348,2
93921,50609,pz_0085,1
152264,50284,pz_0007,1
91067,44599,pz_0347,1
31937,77091,pz_0073,2
98023,28785,pz_0215,2
189026,17339,pz_0380,2
115071,48407,pz_0151,2
62728,70538,pz_0326,1
146143,50877,pz_0318,1
33246,77744,pz_0015,1
106288,25852,pz_0362,4
110058,48630,pz_0127,2
132285,24285,pz_0254,1
133066,76903,pz_0005,2
25545,2774,pz_0364,2
52039,36782,pz_0078,1
71617,66512,pz_0044,2
49752,29226,pz_0101,4
35681,12998,pz_0300,1
20661,1689,pz_0363,2
39514,4592,pz_0265,1
111169,63462,pz_0075,1
26292,31239,pz_0038,1
109623,3551,pz_0209,2
127253,67704,pz_0360,1
42227,47909,pz_0001,1
104828,75971,pz_0249,1
47530,6693,pz_0036,1
126069,79936,pz_0332,1
22266,10569,pz_0359,1
65542,31168,pz_0317,1
51072,39401,pz_0261,1
34043,60405,pz_0007,4
38900,70688,pz_0244,2
96869,71027,pz_0306,2
31917,66149,pz_0035,1
194043,12128,pz_0165,1
56148,30124,pz_0331,1
41756,57854,pz_0249,2
18364,4944,pz_0188,1
117486,68974,pz_0268,3
7681,22836,pz_0215,1
56377,25070,pz_0254,1
