order_id,date,time
69493,2023-01-08,13:31:45
45976,11/01/2023,14:00:33
50851,2023-08-29,15:32:32
43393,2023-03-10,20:45:26
4023,2023-10-27,14:15:42
6336,2023-11-15,21:28:09
19888,2023-10-28,14:33:55
49543,2023-09-10,14:31:27
80453,2023-05-25,20:52:41
85202,2023-03-23,
13537,2023-01-18,14:11:00
3727,2023-01-21,21:02:20
51175,2023-11-01,16:42:44
51129,2023-06-11,20:48:30
71659,2023-11-10,19:40:59
51702,2023-09-21,17:07:27
29788,2023-02-09,19:37:15
33687,2023-05-18,20:23:54
15798,2023-02-18,17:39:11
45360,2023-05-22,20:43:39
81230,2023-09-24,14:32:07
79243,2023-08-27,19:18:05
68404,2023-03-10,18:03:06
31377,2023-09-29,21:01:35
51902,2023-02-04,13:52:49
40909,03-08-2023,18:31:40
39799,2023-12-15,17:46:28
8410,2023-06-05,19:17:02
8263,2023-06-13,22:24:52
29956,2023-04-07,14:55:43
8685,11/28/23,20:43:19
53226,2023-09-07,22:41:01
63658,2023-09-17,13:46:10
4280,2023-05-07,18:54:41
51043,2023-07-08,13:48:22
11853,2023-12-12,17:52:59
38171,2023-11-09,20:58:01
74,2023-09-01,20:25:23
13415,2023-10-18,14:41:12
25541,2023-09-12,21:00:05
14240,2023-02-21,21:19:06
8323,2023-04-24,13:29:24
17176,2023-07-26,20:47:15
74355,2023-03-07,13:33:33
77944,2023-08-17,17:29:48
69978,,17:02:45
30449,2023-06-01,19:49:57
68465,2023-02-24,14:05:34
58195,2023-11-13,18:28:52
24258,2023-02-10,19:01:38
61799,2023-10-03,15:52:00
17292,2023-02-14,13:01:02
45075,2023-06-14,13:36:35
37821,2023-02-02,22:18:07
40722,2023-01-28,20:03:21
47359,2023-12-14,19:38:36
16598,2023-03-27,15:48:38
65465,21-10-2023,17:23:35
13180.0,2023-06-15,16:47:59
79820,2023-07-25,19:46:37
68185,2023-08-16,19:00:50
72997,2023-10-14,17:21:46
64063,2023-07-26,13:48:22
45662,2023-03-30,14:31:23
12756,2023-04-22,20:18:26
81376,2023-02-27,13:19:02
17984,2023-12-26,12:34:56
84521,2023-11-29,21:06:58
33014,2023-10-20,15:58:33
73956,07/27/23,14:58:07
5691,2023-01-10,19:37:40
29868,14-06-2023,
21234,2023-11-28,19:26:39
32952,2023-06-13,14:34:01
46375,2023-07-11,19:40:24
40587,2023-09-06,19:12:58
30810,2023-12-22,14:13:44
22168,2023-03-14,13:28:39
27716,2023-12-01,14:27:13
69337,2023-09-14,21:05:50
69889,05/20/23,21:43:54
32001,2023-12-26,14:32:44
61243,2023-03-07,22:17:17
64171,2023-11-17,13:44:33
4171,2023-10-02,18:26:12
45632,2023-07-19,20:36:17
17957,2023-03-27,13:06:17
309,10/20/2023,18:09:50
83212,2023-06-25,19:51:35
15415,2023-11-26,12:34:01
73046,2023-06-01,20:19:45
47878,2023-08-20,21:14:46
5561,2023-10-06,20:18:42
30081,2023-10-19,19:41:28
5184,2023-10-10,
43513,03/23/23,19:48:42
83319,2023-03-22,22:01:24
84752,12/10/2023,20:52:34
7219,2023-08-04,19:09:56
30572,2023-10-20,20:00:48
63784,2023-02-12,20:57:46
20550,2023-05-21,15:41:06
77774,2023-09-25,13:23:49
64496,2023-06-14,19:06:08
21030,2023-09-20,13:17:06
23870,2023-12-20,21:31:31
57247,2023-12-21,19:41:22
4392,2023-02-01,11:50:52
24778,2023-11-03,11:12:28
60882,2023-12-17,14:01:19
69165,2023-07-02,12:03:50
46102,2023-11-22,13:12:47
70816,2023-10-18,14:36:02
73850,2023-05-10,
58556,2023-05-14,12:32:37
83651,2023-08-16,19:04:12
68285,2023-03-29,19:46:19
43596,2023-12-07,22:57:23
48035,2023-05-19,20:02:34
73826,2023-09-11,20:54:57
37807,2023-04-21,20:55:38
1761,2023-02-20,16:34:24
1857,2023-10-18,13:37:13
39710,2023-11-12,19:56:14
4203,2023-06-14,13:45:58
121,2023-01-30,13:15:50
81100,2023-07-14,13:55:59
70046,09/14/2023,14:41:51
79868,2023-12-02,12:06:24
61858,30-10-2023,16:58:17
44999,2023-01-22,20:30:54
82315,2023-09-21,20:43:44
10580,2023-09-01,18:24:32
24464,2023-08-06,21:53:30
29286,2023-05-24,21:27:04
17347.0,2023-04-29,16:01:12
26714,07/05/2023,17:19:06
77130,2023-06-16,15:15:26
42782,2023-12-13,17:36:20
52401,2023-12-27,13:13:49
38344,2023-05-16,13:47:42
37858,01/15/23,13:12:03
38694,2023-06-13,15:14:50
29163,2023-01-18,14:09:37
76902,2023-07-20,12:35:21
17110,2023-09-16,20:32:35
11315,2023-08-12,22:58:46
52983,2023-06-25,20:24:12
18882,2023-03-19,21:18:12
66566,2023-04-08,14:30:53
11910,2023-08-17,20:14:42
39000,2023-10-04,13:18:59
30092,2023-11-26,13:35:20
84102,2023-11-15,19:56:15
42354,08/17/23,16:12:04
47167,2023-08-07,
24090.0,,13:19:36
30416,2023-08-12,13:35:25
5823,2023-09-10,13:48:30
83767,2023-10-25,19:11:04
68042,2023-03-15,19:50:20
74590,2023-01-31,18:12:27
57208,2023-03-28,21:17:47
51889,2023-12-03,21:43:11
47228,2023-06-23,15:33:15
84731,2023-01-21,17:19:11
5237,2023-09-04,13:38:53
13820,2023-08-25,14:32:31
39206,2023-03-26,17:33:47
64827,2023-03-30,19:27:07
61597,2023-09-27,14:22:21
30425,2023-02-12,21:37:40
84450,2023-12-23,14:13:49
1911,2023-02-26,19:14:48
1528,2023-10-02,19:21:25
79167,2023-09-25,20:35:24
4931,2023-02-24,16:41:50
16595,2023-09-23,19:54:57
77928,2023-11-22,13:01:28
44478,03-07-2023,21:08:42
56915,2023-08-06,18:05:10
2394,06/04/23,16:49:36
53531,2023-07-15,17:50:43
31303,05-03-2023,13:19:02
19232,2023-12-02,19:41:03
18388,2023-04-09,18:29:02
1882,2023-07-27,19:04:28
33668,2023-03-26,13:58:14
28462,2023-11-28,
46549,2023-05-01,20:26:30
66479,2023-11-07,18:23:14
68699,2023-08-16,13:24:53
1129,2023-02-17,22:33:18
29491,2023-04-05,13:05:08
61455,2023-08-15,21:39:31
72080,2023-05-14,19:57:10
45411,2023-04-17,13:28:23
49035,07/19/2023,19:53:27
9703,2023-10-30,19:35:27
72379,2023-03-21,21:17:05
80424,2023-11-26,20:33:20
40664,2023-12-18,20:01:45
23368,2023-10-08,20:23:07
1832,2023-04-16,13:44:56
71393,2023-05-08,13:57:43
74778,2023-01-18,13:47:40
61237,2023-06-05,17:14:33
14427,2023-02-28,13:20:31
77203,11-05-2023,12:16:49
12952,2023-06-09,18:24:52
74485,2023-08-15,11:46:45
74521,2023-11-09,20:05:07
1703,2023-11-17,19:15:40
11776,2023-08-23,18:41:27
13707,2023-07-19,14:35:36
75686,2023-02-08,21:16:36
22732,2023-09-20,20:48:51
56514,2023-05-25,20:00:23
3317,2023-12-06,16:58:04
31951,2023-02-23,13:51:38
59443,2023-09-14,21:45:03
29918,2023-06-18,
17967,09/02/2023,20:16:28
75562,2023-04-26,19:10:29
49883,01/13/23,20:37:35
68885,2023-06-21,13:37:40
38806,2023-03-25,21:48:06
68991,2023-12-12,19:02:30
61747,2023-01-12,
18724,2023-01-05,15:34:52
49015,2023-03-02,
8681,2023-06-01,19:27:55
82791,2023-06-01,13:23:57
76163,2023-05-22,20:09:14
36172,2023-10-21,19:39:34
28454,2023-03-05,20:38:53
72263,2023-10-06,14:04:37
1044,2023-09-20,19:10:46
40224,2023-09-28,21:48:50
78775,2023-03-19,19:50:28
19570,2023-11-04,13:13:39
43830,2023-08-09,14:52:36
34069,2023-07-02,15:20:57
82382,11/30/2023,14:47:02
69175,2023-09-20,13:38:54
5708,2023-09-28,14:33:00
60355,05/27/2023,21:35:21
65619,2023-01-07,14:05:47
55189,2023-08-19,18:11:25
37632,2023-11-24,20:34:24
7548,2023-09-24,20:12:14
26976,2023-11-11,11:40:03
53823,2023-07-30,18:10:32
17733,2023-09-23,19:38:15
41043,2023-07-22,13:26:22
6257,2023-09-11,21:45:48
84634,2023-02-13,13:38:02
43190,2023-04-11,19:26:36
58786,2023-06-14,16:17:43
9812,,20:41:30
46747,2023-01-11,21:23:35
80602,2023-04-11,13:42:32
70972,2023-12-13,21:06:34
34084,2023-04-02,20:08:09
56276,12/25/23,19:03:34
7254,2023-05-04,17:31:11
60413,2023-02-25,21:24:25
26286,24-12-2023,17:48:35
26216,2023-10-28,20:10:28
12327,2023-08-30,13:25:46
79994,2023-04-06,20:58:34
41300,2023-02-23,20:12:18
1453,2023-05-21,21:48:05
62490,2023-12-17,17:07:03
83973,2023-10-18,20:18:01
43776,2023-12-18,11:48:58
85194,2023-03-31,18:20:56
34866,2023-01-23,18:00:46
4982,2023-03-21,14:58:39
64461,2023-11-17,19:25:48
40349,,21:24:00
17225,2023-12-21,16:51:45
12697,2023-03-01,20:08:19
49160,2023-08-21,13:02:02
2476,2023-06-23,19:43:09
72014,2023-11-16,14:26:43
42649,2023-01-21,17:21:16
56774,2023-04-28,14:48:50
76020,2023-10-13,13:58:03
11733,2023-06-08,12:13:27
67417,2023-12-18,20:03:06
22024,2023-06-12,20:04:59
65102,2023-03-14,19:15:25
68787,09/27/2023,18:47:21
51427,2023-11-04,20:59:56
8349,2023-12-01,13:25:26
54191,06/29/2023,20:22:50
34898,2023-05-14,20:40:04
75421,07/10/23,13:07:20
83860,2023-02-23,16:58:25
28987,2023-01-10,20:50:15
15452,2023-11-01,22:51:10
4588,2023-10-15,13:20:23
45678,2023-08-13,
20580,2023-02-07,19:19:01
78474,2023-11-14,14:22:29
25247,2023-06-01,21:11:24
45747,2023-04-20,13:47:02
28670,2023-07-28,13:39:38
33123,2023-05-21,20:47:05
56598,2023-07-15,15:36:37
51609,2023-04-06,13:01:24
67115,2023-09-19,14:44:11
3574,2023-07-11,22:11:35
15465,2023-10-24,19:59:06
76224,2023-08-04,21:48:25
36164,2023-08-30,12:44:57
8897,2023-02-26,21:36:12
1948,2023-02-15,13:47:55
21552,2023-01-22,
54118,2023-05-29,16:44:38
75094,2023-01-30,18:19:39
17196,2023-01-06,20:54:51
11438,2023-05-22,13:35:55
82890,2023-08-17,13:06:15
34217,2023-05-05,13:03:22
83486,2023-12-18,13:24:20
3830,2023-09-10,20:54:05
35039,2023-11-29,14:27:37
1410,2023-03-09,
75797,2023-02-12,18:48:55
14977,2023-11-25,14:44:26
78383,2023-07-02,17:49:13
48685,06-12-2023,20:21:02
16212,2023-05-11,13:14:17
25408,2023-03-28,13:59:30
57934,2023-09-30,14:02:28
56982,2023-05-23,
45990,2023-06-23,21:12:00
9805,2023-12-06,20:14:43
21059,2023-07-08,17:17:20
76792,2023-04-04,16:34:30
26030,2023-08-27,21:57:28
68735,2023-11-12,13:58:46
30992,2023-05-02,13:51:22
63710,2023-01-12,12:25:39
18780,2023-09-03,20:05:02
8916,2023-07-22,20:46:02
45755,2023-09-25,13:00:23
77524,2023-11-17,14:40:15
19235,2023-08-26,21:26:20
33164,2023-05-13,18:22:26
76708,2023-03-09,19:16:19
47936,2023-01-08,20:28:17
2122,03/05/23,22:03:16
47770,2023-03-25,21:19:10
59086,2023-02-17,17:46:45
73458,2023-12-05,22:44:20
58848,2023-09-10,12:42:16
55860,2023-08-11,16:33:00
18534,2023-11-24,13:44:36
64538,2023-03-31,20:38:32
15495,2023-11-23,13:45:07
50878,06/23/23,15:41:49
24645,2023-04-17,12:01:57
63924,2023-07-07,21:25:47
67982,2023-10-11,12:42:51
42362,2023-09-20,
3084,2023-03-16,14:09:06
11080,2023-09-23,13:25:34
72260,2023-03-31,13:42:15
67085,2023-05-28,20:26:04
71629,2023-08-11,12:02:01
55801,2023-06-19,20:08:05
22395,2023-11-05,14:42:59
71731,08/02/2023,20:39:47
71373,2023-02-16,21:29:49
3351,2023-05-24,14:28:01
42811,2023-06-29,13:54:12
71600,2023-06-06,20:30:40
59930,2023-04-27,14:34:37
65670,2023-12-17,16:09:10
1830,2023-03-04,21:21:57
14562,2023-04-06,13:54:33
74444,2023-01-03,20:25:37
71080,2023-03-07,19:10:29
24768,2023-03-13,13:59:02
5197,2023-04-26,13:07:36
34299,2023-03-13,16:23:30
37064,2023-12-19,14:52:51
74705,2023-04-03,13:42:38
39800,09/17/2023,13:02:50
29954,2023-03-12,13:21:11
60281,2023-08-17,13:50:19
69277,2023-08-05,21:54:31
23672,2023-10-04,13:05:25
1035,08/19/23,12:35:51
75190,2023-09-08,12:16:25
49559,2023-12-22,16:46:06
7276,2023-08-12,20:09:41
71139,2023-05-21,19:29:07
40851,2023-06-19,18:01:09
62294,2023-01-26,20:36:13
13290,2023-12-08,16:47:50
64777,2023-04-05,18:38:30
29146,2023-04-30,21:46:45
76956,2023-01-12,
22924,2023-07-04,20:13:25
25071,2023-08-10,22:34:49
65450,2023-09-26,16:09:32
50581,2023-04-10,17:56:00
12458,2023-08-17,20:22:24
64605,2023-11-16,13:59:48
37424,2023-11-17,20:48:49
59830,2023-12-14,16:57:33
63836,2023-03-14,14:56:31
49454,2023-10-24,20:03:06
31260,2023-01-27,20:19:56
30032,2023-01-08,22:52:14
61308,2023-05-26,20:57:43
20545,2023-11-25,20:18:37
59604,2023-01-23,14:52:36
11928,2023-01-20,12:34:36
22653,2023-12-31,21:58:34
33539,2023-06-30,13:03:28
7059,2023-04-02,13:13:55
24238,2023-07-29,15:02:54
64812,2023-06-06,18:18:28
30329,2023-10-04,20:01:22
76408,2023-02-23,22:15:39
54875,2023-07-01,18:19:00
20029,2023-01-20,20:55:55
83956.0,2023-07-03,21:41:13
54573,2023-02-25,21:53:24
1978,2023-12-08,16:31:31
75766,2023-04-04,17:20:13
11595,2023-11-03,21:25:38
19568,2023-03-28,14:07:42
40894,07/14/23,20:33:14
54807,2023-06-13,13:20:16
41046,12-08-2023,14:56:56
53518,2023-03-06,14:39:25
13601,2023-02-12,12:49:09
24394,2023-02-11,13:07:01
73559,2023-02-12,14:58:52
57552,2023-07-07,19:15:43
964,2023-12-17,20:52:45
78120,2023-03-01,14:17:27
77279,2023-06-07,20:31:39
55269,2023-07-02,18:49:31
85097,2023-09-06,20:59:56
5104,2023-07-30,13:22:24
75916,2023-10-23,17:48:09
39,2023-04-25,19:46:54
16376,2023-06-22,
2954,2023-08-30,15:14:10
3326,2023-04-11,14:14:11
27836,2023-03-31,12:31:47
63081,2023-06-12,19:50:56
55229,2023-09-17,13:54:43
85089,2023-05-23,21:19:10
3028,2023-01-13,14:27:42
70418,2023-10-28,15:38:47
51587,2023-11-08,15:33:00
33372,2023-03-23,15:20:09
10574,2023-04-28,19:42:35
64779,2023-10-21,13:21:47
30722,2023-01-09,19:15:38
76528,2023-04-23,19:02:31
4347,2023-11-03,15:29:18
5955,2023-10-02,19:12:37
76508,2023-12-30,14:42:31
54204,2023-11-27,13:48:10
5876,2023-05-09,18:46:51
62022,2023-01-21,18:49:48
17739,2023-12-25,13:11:56
22511,2023-12-29,22:15:54
26971,2023-01-09,12:51:39
37994,2023-07-31,13:04:34
41781,2023-02-26,19:37:05
84539,2023-11-27,17:21:20
3547,2023-09-12,21:59:28
47028,05/02/23,13:07:58
57275,2023-05-24,18:25:13
25295,2023-02-12,12:19:21
48752,2023-08-06,21:17:41
58182,2023-03-31,12:05:02
65056,2023-09-30,14:27:42
7201,2023-08-14,19:56:29
5796,2023-07-25,21:30:38
35577,17-04-2023,17:21:26
20791,2023-10-08,14:25:56
5360,25-01-2023,18:48:34
3150,2023-10-15,14:33:30
36084,2023-04-10,16:27:01
47737,2023-02-21,19:41:20
11791,2023-08-29,14:02:59
49192,2023-03-29,12:44:30
46266,2023-04-03,
7104.0,2023-01-16,15:53:14
40643,2023-01-16,13:17:53
80263,2023-10-29,21:03:51
37455,07/10/23,13:11:27
52107,2023-10-14,17:00:23
60823,2023-11-14,19:45:51
73927,2023-05-02,20:14:03
3094,09/27/2023,14:19:35
7000,18-02-2023,16:20:52
31813,2023-12-25,22:11:14
8500,2023-03-10,21:11:58
64555,2023-05-02,14:31:05
25641,2023-03-05,15:58:12
32486,2023-12-30,15:05:38
44064,2023-12-31,19:46:34
70170,2023-03-14,14:59:54
59834,2023-10-02,21:36:41
834,02-02-2023,16:48:33
41520,04-11-2023,21:53:01
54794,2023-07-24,15:10:14
23004.0,2023-11-29,21:42:31
54372,2023-01-07,19:56:16
15324,2023-11-24,15:26:37
33782,09/17/23,13:35:06
13909,2023-10-26,21:01:43
21535,2023-06-23,17:20:20
63632,2023-03-09,12:40:37
64247,2023-08-09,22:46:21
5678,2023-12-07,17:49:55
11355,2023-11-22,21:17:01
9304,2023-05-05,21:24:25
72928,2023-06-20,22:26:28
33116,2023-05-29,20:39:34
73272,2023-08-15,18:15:29
17497,2023-04-22,13:19:46
18695.0,2023-11-07,15:15:34
45807,2023-06-03,18:51:39
25243,2023-10-20,11:48:21
70109,2023-07-30,20:42:18
79144,2023-10-30,16:14:53
37187,2023-08-01,13:38:43
74620,2023-12-18,16:34:48
47743,2023-11-27,17:12:53
13469,2023-03-14,13:04:44
25737,2023-07-23,15:47:04
77610,2023-12-09,12:00:07
17731,2023-05-07,21:28:31
63965,2023-07-14,17:05:33
6535,2023-06-19,18:49:58
59846,2023-03-23,16:11:17
66948,2023-08-15,18:01:47
68884,2023-10-02,19:01:57
6018,2023-03-26,21:59:44
69720,02/15/23,20:21:54
